OTU	Dry_F_1	Dry_F_2	Dry_F_3	Dry_F_4	Dry_F_5	Dry_N_1	Dry_N_2	Dry_N_3	Dry_N_4	Dry_N_5	Wet_F_1	Wet_F_2	Wet_F_3	Wet_F_4	Wet_F_5	Wet_N_1	Wet_N_2	Wet_N_3	Wet_N_4	Wet_N_5
OTU_1269	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
OTU_1270	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	1	0
OTU_1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1279	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_1280	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
OTU_1283	3	0	0	1	0	0	0	2	0	0	0	0	1	3	3	5	0	0	0	4
OTU_1285	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_1287	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
OTU_1288	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	3	0	0	0	0
OTU_1289	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1292	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_1293	0	0	0	0	0	0	0	0	0	0	0	1	8	7	1	5	2	11	5	0
OTU_1296	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1297	0	0	0	5	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_1300	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1301	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_1303	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0
OTU_1306	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1307	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
OTU_1311	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0
OTU_1312	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1315	1	0	3	0	0	0	1	11	0	0	0	1	0	2	0	0	0	1	0	1
OTU_1316	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1317	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1318	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	1	0	2
OTU_1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
OTU_1320	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	0	0	0	2
OTU_1321	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	1	8	0	0
OTU_1322	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1324	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1325	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_1326	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1327	0	0	0	0	0	0	0	0	3	1	2	0	2	0	0	1	0	5	0	4
OTU_1328	1	0	0	0	0	1	0	0	3	0	1	0	0	1	0	0	1	1	0	7
OTU_1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8
OTU_1330	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1332	0	2	0	0	0	0	2	0	2	1	2	0	1	0	0	1	1	0	0	1
OTU_1333	0	1	7	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1334	0	1	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	2
OTU_1336	0	0	0	1	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1337	0	0	0	0	1	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0
OTU_1339	0	9	2	0	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1340	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1341	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1342	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	4	0
OTU_1343	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1344	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1348	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0
OTU_1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1354	2	0	4	4	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1355	0	1	0	1	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU_1356	0	0	3	0	2	0	1	0	0	12	0	1	0	0	0	0	0	0	0	0
OTU_1357	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1360	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
OTU_1364	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1365	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1367	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1369	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1370	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU_1374	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1375	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1376	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	3	0	9	0	0
OTU_1377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1378	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1379	0	0	0	0	0	0	0	0	0	0	0	3	6	3	0	0	1	0	0	0
OTU_1380	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1381	121	184	140	98	165	277	119	183	31	113	0	175	44	42	1	10	185	36	33	0
OTU_1383	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
OTU_1385	0	3	0	3	8	2	0	5	1	4	0	0	0	0	0	0	0	0	0	0
OTU_1387	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1388	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0
OTU_1390	1	3	2	1	0	5	4	1	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1393	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1394	0	0	0	0	0	0	0	0	0	0	3	0	5	1	4	3	1	0	0	0
OTU_1395	0	3	2	1	0	0	8	5	4	1	0	0	0	0	0	0	0	0	0	1
OTU_1397	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1398	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
OTU_1399	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1401	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1402	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1403	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1406	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1409	3	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_1413	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0
OTU_1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1419	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1420	1	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1
OTU_1423	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU_1425	0	0	0	1	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
OTU_1429	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	1	0	2
OTU_1431	0	2	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1432	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1433	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1434	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1435	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1436	6	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1437	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0
OTU_1441	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1443	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1444	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
OTU_1447	0	0	18	0	0	5	4	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_1448	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1450	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1451	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1453	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1454	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	7	0	0	0	0
OTU_1455	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1457	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1459	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1461	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1463	0	2	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1
OTU_1464	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1
OTU_1466	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1469	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
OTU_1470	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_1475	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1478	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1479	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1480	0	1	0	0	0	2	0	0	2	0	2	0	0	1	0	0	1	0	0	3
OTU_1481	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1482	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0
OTU_1484	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1485	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU_1486	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1488	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4
OTU_1489	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1490	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU_1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_1496	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
OTU_1498	0	4	2	1	0	6	0	0	15	4	0	0	0	0	0	0	1	0	0	0
OTU_1500	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
OTU_1502	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
OTU_1507	2	0	0	0	1	9	2	0	1	0	0	0	0	1	0	0	2	1	0	0
OTU_1508	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1510	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1511	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1514	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	2	1	1	0	0
OTU_1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1518	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1520	4	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1524	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1525	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1528	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1529	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	2	0	0	0	0
OTU_1532	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1536	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	1	1	1	0
OTU_1538	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1539	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0
OTU_1540	1	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2
OTU_1541	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0
OTU_1542	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_1543	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0
OTU_1544	0	4	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1545	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_1547	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_1548	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_1549	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_1550	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0
OTU_1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1554	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1555	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1558	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1559	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1563	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1564	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1566	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	4	0	0
OTU_1568	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	1	0	0	2
OTU_1569	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_1570	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1571	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
OTU_1572	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_1573	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0
OTU_1578	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1579	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
OTU_1582	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1586	0	1	0	3	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1587	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1588	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1
OTU_1590	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1591	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	9
OTU_1592	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1594	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1
OTU_1596	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1597	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
OTU_1598	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1
OTU_1599	25	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1602	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0
OTU_1605	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1608	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
OTU_1609	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1612	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_1616	0	0	1	0	2	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0
OTU_1618	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1619	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1620	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_1621	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_1624	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1625	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1627	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_1632	2	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
OTU_1633	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0
OTU_1634	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
OTU_1637	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1638	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
OTU_1640	1	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU_1642	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1644	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_1645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0
OTU_1650	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_1651	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
OTU_1654	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1655	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1656	2	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1657	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1659	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	1	0	0
OTU_1660	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1664	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1
OTU_1665	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_1666	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1668	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1670	0	0	0	9	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0
OTU_1672	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_1673	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU_1674	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1678	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_1679	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
OTU_1680	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0
OTU_1685	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_1686	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1687	16	2	1	7	0	6	2	2	5	1	0	1	0	0	1	0	0	0	0	0
OTU_1689	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1690	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	1	0	0
OTU_1691	0	1	2	4	0	4	2	3	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1697	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1699	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1701	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0
OTU_1702	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3	0	0	0	0
OTU_1703	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0
OTU_1705	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1706	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1710	1	0	0	0	0	0	0	0	1	0	0	1	0	3	2	1	1	1	0	1
OTU_1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1712	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
OTU_1713	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0
OTU_1717	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
OTU_1718	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0
OTU_1719	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1721	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1722	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1729	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_1730	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1731	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_1732	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0
OTU_1733	0	0	0	0	1	0	0	0	0	0	5	0	6	2	0	7	2	2	0	0
OTU_1736	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1738	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1
OTU_1739	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1740	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1742	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1743	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1746	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU_1748	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1749	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0
OTU_1750	2	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1752	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1754	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	1
OTU_1756	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
OTU_1757	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_1761	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
OTU_1763	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1765	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU_1767	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1769	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1770	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1771	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
