#OTU ID	m161004_131820_42237_c101086072550000001823265803091794_s1_p0	m161004_173440_42237_c101086072550000001823265803091795_s1_p0	m161004_215100_42237_c101086072550000001823265803091796_s1_p0	m161005_020720_42237_c101086072550000001823265803091797_s1_p0	m161005_062341_42237_c101086352550000001823265803091720_s1_p0	m161005_104000_42237_c101086352550000001823265803091721_s1_p0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/23766/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/24234/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/24972/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/25059/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/25153/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/2517/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/25317/ccs	4	3	5	5	13	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/25350/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/25772/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/26168/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/26671/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/26704/ccs	0	0	0	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/27252/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/27258/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/27506/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/27524/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/27696/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/27700/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/28363/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/28799/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/28843/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/28904/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/28932/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/29414/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/2982/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/29932/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/30082/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/30241/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/30777/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/31108/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/31226/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/31423/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/31537/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/31813/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/31919/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/3193/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/32261/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/32379/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/3259/ccs	0	0	0	0	4	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/32665/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/32948/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/33109/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/33369/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/33385/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/33520/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/33556/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/33557/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/33579/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/33868/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/34208/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/34601/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/34729/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/34843/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/35029/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/35377/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/35496/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/35504/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/35636/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/35840/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/35912/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/35930/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/36096/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/36171/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/36332/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/36335/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/36389/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/36697/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/36750/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/36883/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/37010/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/37247/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/37440/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/37775/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/37924/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38110/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38332/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38337/ccs	1	0	1	0	3	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38453/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38527/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38752/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38838/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38914/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38941/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/38989/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/39347/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/39358/ccs	0	0	0	1	4	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/39917/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/40193/ccs	0	0	0	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/40200/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/40444/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/40484/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/40498/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/40520/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/40770/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/41070/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/41315/ccs	1	2	3	2	3	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/41344/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/41390/ccs	0	0	0	0	2	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/41663/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/41728/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/41730/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/41856/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/42005/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/42298/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/42313/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/42327/ccs	0	1	0	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/42475/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/42592/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/42730/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/42854/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/43185/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/4325/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/43432/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/43587/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/43832/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/43874/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/4415/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44262/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44270/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44384/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44400/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44423/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44520/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/4462/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44714/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44875/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44907/ccs	0	0	0	2	3	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/44984/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/45176/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/45244/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/45245/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/45274/ccs	0	0	0	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/45549/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/45573/ccs	2	0	1	2	3	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/45601/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/45805/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/46053/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/46077/ccs	3	2	0	0	2	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/46092/ccs	28	17	31	24	13	5
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/4626/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/46385/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/4644/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/46456/ccs	0	1	0	1	4	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/46715/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/4674/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/46918/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/46952/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/47053/ccs	0	0	0	0	1	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/47356/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/47388/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/47406/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/47761/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/47842/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/47989/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/48033/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/48188/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/48660/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/48670/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/48838/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/48896/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/48961/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/48993/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/49000/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/49068/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/49087/ccs	1	1	2	0	9	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/49826/ccs	0	0	0	0	2	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/49881/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/49940/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/50299/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/50806/ccs	0	0	0	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/50981/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51038/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51055/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51226/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51286/ccs	0	1	0	2	3	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51308/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51344/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51726/ccs	3	0	1	1	3	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51777/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/51847/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/52103/ccs	1	0	1	3	2	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/52279/ccs	0	0	0	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/52335/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/52342/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/52635/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/52765/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/52846/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/53009/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/53576/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/53779/ccs	1	3	5	0	2	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/54180/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/54464/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/54556/ccs	1	1	0	0	3	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/54587/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/54860/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/54864/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/54870/ccs	0	2	0	1	3	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/55188/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/55315/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/55507/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/56178/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/56235/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/56366/ccs	1	0	0	1	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/56374/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/56695/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/5673/ccs	0	0	0	0	1	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/5696/ccs	1	0	0	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/57028/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/57042/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/57141/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/57528/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/57848/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/58289/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/58308/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/58827/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/58943/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/59142/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/59228/ccs	1	3	2	2	4	5
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/59383/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/59422/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/59456/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/5950/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/59578/ccs	3	1	2	1	6	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/59736/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/5990/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/60093/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/60345/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/60637/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/61087/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/61600/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/61799/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/61951/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/62129/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/62526/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/62536/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/62689/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/63262/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/63501/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/63749/ccs	1	0	0	0	4	2
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/64274/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/64276/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/64304/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/64323/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/64541/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/64630/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/64905/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/64962/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/65247/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/65877/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/65918/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/66033/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/66326/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/66456/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/66534/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/66574/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/66820/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/67008/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/67015/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/67646/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/67824/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/67856/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/67936/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/68168/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/68289/ccs	0	1	1	1	3	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/68463/ccs	1	3	2	2	5	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/69099/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/694/ccs	0	0	1	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/69847/ccs	0	0	1	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/69875/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/69893/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/70097/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/70117/ccs	0	2	1	2	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/70393/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/70401/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/70977/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/71073/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/71203/ccs	2	3	2	1	3	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/71327/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/71574/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/71661/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72018/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72019/ccs	0	0	0	0	2	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72139/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72218/ccs	0	0	0	0	1	1
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72337/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72562/ccs	0	0	0	0	1	0
m161005_062341_42237_c101086352550000001823265803091720_s1_p0/72610/ccs	0	0	0	0	1	0
